Institución: 8337597745079551909, Autor: Verónica Molina T., id: hvjk24EAAAAJ Tiempo tomado: 0:02:07
Institución: 8337597745079551909, Autor: Roberto Orellana, id: qUMntLgAAAAJ Tiempo tomado: 0:01:19
Institución: 8337597745079551909, Autor: Jean-Pierre Francois, id: 2BTxUj4AAAAJ Tiempo tomado: 0:03:26
Institución: 8337597745079551909, Autor: Miguel R. Guevara, id: n1qKMYwAAAAJ Tiempo tomado: 0:04:37
Institución: 8337597745079551909, Autor: Jaime Alfredo Urzua Parra, id: vp8AanYAAAAJ Tiempo tomado: 0:09:12
Institución: 8337597745079551909, Autor: Alejandro Martín Madrid Villegas, id: RSPoIt0AAAAJ Tiempo tomado: 0:04:08
Institución: 8337597745079551909, Autor: Franklin Johnson Parejas, id: UBd6oewAAAAJ Tiempo tomado: 0:13:55
Institución: 8337597745079551909, Autor: Marisol Belmonte, id: XjcDFw8AAAAJ Tiempo tomado: 0:08:48
Institución: 8337597745079551909, Autor: Claudia Carrasco Aguilar, id: SApybyoAAAAJ Tiempo tomado: 0:07:39
Institución: 8337597745079551909, Autor: Freddy Celis, id: zjtOL9EAAAAJ Tiempo tomado: 0:10:16
Institución: 8337597745079551909, Autor: Fabian Cabaluz, id: 5FYj65EAAAAJ Tiempo tomado: 0:03:40
Institución: 8337597745079551909, Autor: Freddy Saavedra, id: 7gNGVmUAAAAJ Tiempo tomado: 0:00:08
Institución: 8337597745079551909, Autor: Eduardo Cavieres Fernandez, id: LK7H0t4AAAAJ Tiempo tomado: 0:00:09
Institución: 8337597745079551909, Autor: Carlos Valle, id: Mbzn2xcAAAAJ Tiempo tomado: 0:01:11
Institución: 8337597745079551909, Autor: Héctor A. Levipan, id: dm0W1pwAAAAJ Tiempo tomado: 0:00:13
Institución: 8337597745079551909, Autor: Céline Lavergne, id: SMkPVdgAAAAJ Tiempo tomado: 0:00:18
Institución: 8337597745079551909, Autor: Andrés Maximiliano Tello, id: VmwpZ0kAAAAJ Tiempo tomado: 0:00:10
Institución: 8337597745079551909, Autor: Macarena Trujillo Cristoffanini, id: WUBNh6cAAAAJ Tiempo tomado: 0:00:11
Institución: 8337597745079551909, Autor: Eduardo Báez San Martín, id: rh5fuC8AAAAJ Tiempo tomado: 0:00:09
Institución: 8337597745079551909, Autor: Claudia Carrasco Aguilar, id: fD6-URcAAAAJ Tiempo tomado: 0:00:11
Institución: 8337597745079551909, Autor: Eileen Karmy, id: AiP_n0UAAAAJ Tiempo tomado: 0:00:07
Institución: 8337597745079551909, Autor: Boris Villalobos Parada, id: eO6VdggAAAAJ Tiempo tomado: 0:00:11
Institución: 6030355530770144394, Autor: Francisco López-Cortés, id: -mLyPP8AAAAJ Tiempo tomado: 0:00:47, fecha de extraccion: 2024-05-01 13:08:26
Institución: 6030355530770144394, Autor: Javier Eduardo Silva Espejo, id: EjvA3x4AAAAJ Tiempo tomado: 0:01:56, fecha de extraccion: 2024-05-01 13:10:23
Institución: 6030355530770144394, Autor: Maria Cecilia Ramos Araya, id: kAqkOw0AAAAJ Tiempo tomado: 0:00:51, fecha de extraccion: 2024-05-01 13:11:14
Institución: 6030355530770144394, Autor: Eric Roberto Jeltsch Figueroa, id: N6M1EHcAAAAJ Tiempo tomado: 0:00:37, fecha de extraccion: 2024-05-01 13:11:51
Institución: 6030355530770144394, Autor: Rodrigo S Rios, id: L5bep3EAAAAJ Tiempo tomado: 0:04:19, fecha de extraccion: 2024-05-01 13:16:10
Institución: 6030355530770144394, Autor: MARCO CORDOVA, id: TSjWFdMAAAAJ Tiempo tomado: 0:02:17, fecha de extraccion: 2024-05-01 13:18:28
Institución: 6030355530770144394, Autor: Juana Angélica Felipe Fernandes, id: fJ9NTTwAAAAJ Tiempo tomado: 0:03:27, fecha de extraccion: 2024-05-01 13:21:56
Institución: 6030355530770144394, Autor: Lima-Dias, C, id: njbGPOYAAAAJ Tiempo tomado: 0:01:32, fecha de extraccion: 2024-05-01 13:23:28
Institución: 6030355530770144394, Autor: Rosa Maria Ramirez Castillo, id: _kj_HkQAAAAJ Tiempo tomado: 0:00:52, fecha de extraccion: 2024-05-01 13:24:21
Institución: 6030355530770144394, Autor: Luis Castillo, id: ehdqIeEAAAAJ Tiempo tomado: 0:04:09, fecha de extraccion: 2024-05-01 13:28:31
Institución: 6030355530770144394, Autor: Alberto Fritis Puga, id: g324sLEAAAAJ Tiempo tomado: 0:01:44, fecha de extraccion: 2024-05-01 13:30:15
Institución: 6030355530770144394, Autor: Jorge Catalan Ahumada, id: t8xyCRMAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:30:21
Institución: 6030355530770144394, Autor: Elvis Wilfredo Campos Palacios, id: K6KYVa8AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:30:27
Institución: 6030355530770144394, Autor: Maximiliano Montenegro, id: jgOpV4wAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:30:34
Institución: 6030355530770144394, Autor: Nicolas Gouin, id: 6XXxligAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:30:40
Institución: 6030355530770144394, Autor: Francisco Donoso-Maluf, id: 6O7GFF4AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:30:46
Institución: 6030355530770144394, Autor: David GÓMEZ, id: Buf23soAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:30:52
Institución: 6030355530770144394, Autor: Rodrigo Fernando Castillo Robledo, id: RVAGCMAAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:30:59
Institución: 6030355530770144394, Autor: Mario Antonio Arenas Navarrete, id: cnGgpR4AAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:31:06
Institución: 6030355530770144394, Autor: José Miguel Guzmán Loyola, id: IcdMj3YAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:31:12
Institución: 6030355530770144394, Autor: Rodolfo Viera, id: GciZaiYAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:31:17
Institución: 6030355530770144394, Autor: Paulina Meza, id: z5yNDbEAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:31:24
Institución: 6030355530770144394, Autor: Alexandre Roman Lopes, id: FcH8Zc8AAAAJ Tiempo tomado: 0:00:17, fecha de extraccion: 2024-05-01 13:31:41
Institución: 6030355530770144394, Autor: Mauricio Ivan Gonzalez Arias, id: YzPzWLwAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:31:47
Institución: 6030355530770144394, Autor: Alejandro Álvarez-Marín, id: onjLq9AAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:31:53
Institución: 6030355530770144394, Autor: Cristian Celis, id: S6lNhUYAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:32:00
Institución: 6030355530770144394, Autor: Patricia C. Guerra, id: _-e3ImsAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:32:06
Institución: 6030355530770144394, Autor: Marcelo Daniel Jaque Arancibia, id: cmxKvaMAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:32:12
Institución: 6030355530770144394, Autor: Danilo Carvajal, id: QGnIJQona2sC Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:32:19
Institución: 6030355530770144394, Autor: Diego ARCIS, id: LWDFpDcAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:32:26
Institución: 6030355530770144394, Autor: PABLO CASTRO-CARRASCO, id: -AjeGuUAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:32:33
Institución: 6030355530770144394, Autor: Jorge Rene Catalan Ahumada, id: GbPzQb0AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:32:40
Institución: 6030355530770144394, Autor: Nando Verelst, id: KkBUZ1YAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:32:46
Institución: 6030355530770144394, Autor: Raúl Jorquera Rossel, id: VdmZSWcAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:32:51
Institución: 6030355530770144394, Autor: Cristian Juan Noemi Padilla, id: DDSm_VsAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:32:58
Institución: 6030355530770144394, Autor: Pedro Vega, id: L1nMUo4AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:33:04
Institución: 6030355530770144394, Autor: David Cortez, id: 5xL9KF4AAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:33:11
Institución: 6030355530770144394, Autor: Ricardo Amorin, id: tuNjt5gAAAAJ Tiempo tomado: 0:00:25, fecha de extraccion: 2024-05-01 13:33:36
Institución: 6030355530770144394, Autor: Dr Marcela Gatica-Andrades, id: ISYRRPMAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:33:42
Institución: 6030355530770144394, Autor: Rodolfo Barbá, id: f4KcEYUAAAAJ Tiempo tomado: 0:00:24, fecha de extraccion: 2024-05-01 13:34:07
Institución: 6030355530770144394, Autor: Fabian  Araya Palacios, id: 8jv1iEgAAAAJ Tiempo tomado: 0:00:09, fecha de extraccion: 2024-05-01 13:34:16
Institución: 6030355530770144394, Autor: Pablo Augusto Ulloa Poblete, id: HSjn1E4AAAAJ Tiempo tomado: 0:00:13, fecha de extraccion: 2024-05-01 13:34:30
Institución: 6030355530770144394, Autor: Pamela Labra, id: dknfEPoAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:34:37
Institución: 6030355530770144394, Autor: Ricardo Andres Oyarzun Lucero, id: Q5mgddoAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:34:44
Institución: 6030355530770144394, Autor: Rafael Quezada-Gaete, id: -6TWG-4AAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:34:51
Institución: 6030355530770144394, Autor: Arlyn  Estefania Orellana Mcbride, id: sjxDSpK1PiEC Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:34:58
Institución: 6030355530770144394, Autor: Álvaro Eduardo Puelles Díaz, id: MYam460AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:04
Institución: 6030355530770144394, Autor: Joaquín González Aroca, id: -FEV8BAAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:11
Institución: 6030355530770144394, Autor: Sonia Salas, id: jkKcGz8AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:17
Institución: 6030355530770144394, Autor: Fátima Rodríguez-Ramos, id: LyIGx10AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:23
Institución: 6030355530770144394, Autor: Alejandro Orellana Mc Bride, id: vjwZozcAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:30
Institución: 6030355530770144394, Autor: Gabriel Felipe Retuert Roe, id: wLap3JEAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:36
Institución: 6030355530770144394, Autor: Sebastián Araya-Pizarro, id: 7W4w7OsAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:43
Institución: 6030355530770144394, Autor: Rodrigo Véjar Asem, id: nw_q7j4AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:35:50
Institución: 6030355530770144394, Autor: Alex Andrés Ovalle Letelier, id: ugk4QKQAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:35:57
Institución: 6030355530770144394, Autor: Juan Pablo Uchima-Tamayo, id: zyWsZjUAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:36:03
Institución: 6030355530770144394, Autor: Héctor Fabián Reyes Serrano, id: aNsXKFgAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:36:09
Institución: 6030355530770144394, Autor: Danny E. Carvajal, id: wKWMeUoAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:36:15
Institución: 6030355530770144394, Autor: Ernesto Gianoli, id: R9ntLLQAAAAJ Tiempo tomado: 0:00:10, fecha de extraccion: 2024-05-01 13:36:26
Institución: 6030355530770144394, Autor: Eugenia Beatríz Alvarez Saavedra, id: iCX7UeoAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:36:31
Institución: 6030355530770144394, Autor: juan carlos helo, id: roYuRGEAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:36:37
Institución: 6030355530770144394, Autor: Karina Stucken, id: 9iSmyOwAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:36:44
Institución: 6030355530770144394, Autor: Cristian Salgado-Luarte, id: XEDUFHkAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:36:50
Institución: 6030355530770144394, Autor: Adriana Lozada Piña, id: fHAtcFQAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:36:56
Institución: 6030355530770144394, Autor: Angie Montenegro, id: _gslPf4AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:37:02
Institución: 6030355530770144394, Autor: Julio Roberto Gutierrez Camus, id: hvNiAtUAAAAJ Tiempo tomado: 0:00:10, fecha de extraccion: 2024-05-01 13:37:12
Institución: 6030355530770144394, Autor: Alvaro Delgadillo Acevedo, id: yTI-SlcAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:37:20
Institución: 6030355530770144394, Autor: José Luis Nilo Castellón, id: J7Ofmm8AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:37:25
Institución: 6030355530770144394, Autor: Renzo Vargas-Rodríguez, id: BevCyxkAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:37:32
Institución: 6030355530770144394, Autor: Sebastián  Andrés Rossel Salas, id: TzVVQH8AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:37:38
Institución: 6030355530770144394, Autor: Elier Tabilo Valdivieso, id: rmwkHicAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:37:44
Institución: 6030355530770144394, Autor: César Espíndola Arellano, id: gpOnFmcAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:37:50
Institución: 6030355530770144394, Autor: Roberto Carlos Cabrales, id: hOoCqX4AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:37:56
Institución: 6030355530770144394, Autor: Paola Nieves Salas Rivas, id: daAU0OEAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:38:02
Institución: 6030355530770144394, Autor: Hector Eduardo Garcia Leal, id: aFgVkfEAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:38:09
Institución: 6030355530770144394, Autor: Daniela Olivares Díaz, id: z4laov0AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:38:14
Institución: 6030355530770144394, Autor: Alexandre Roman-Lopes, id: TcfgAAMAAAAJ Tiempo tomado: 0:00:15, fecha de extraccion: 2024-05-01 13:38:29
Institución: 6030355530770144394, Autor: Patricio Orellana Palma, id: qB8X6sUAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:38:35
Institución: 6030355530770144394, Autor: Limbert Torrez Rodriguez, id: JOwv7boAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:38:41
Institución: 6030355530770144394, Autor: Jorge Núñez Cobo, id: ySiP52oAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:38:48
Institución: 6030355530770144394, Autor: Sebastián Rossel, id: 9cbDnV8AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:38:55
Institución: 6030355530770144394, Autor: Maria Alejandra Troncoso Joffre, id: qF84uukAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:39:02
Institución: 6030355530770144394, Autor: Cristian Araya-Jaime, id: 3_ZfdtQAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:39:09
Institución: 6030355530770144394, Autor: Milton Espinoza, id: _YLE7JAAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 13:39:16
Institución: 6030355530770144394, Autor: Margarita García Astete, id: eBFjH4IAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:39:22
Institución: 6030355530770144394, Autor: Mario Llerena, id: jC3oQzoAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:39:28
Institución: 6030355530770144394, Autor: Orlando Marcelo Olivares Garrido, id: qke8HAsAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:39:34
Institución: 6030355530770144394, Autor: Christian Acuña-Opazo, id: MA4wTfIAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:39:40
Institución: 6030355530770144394, Autor: Angéline Bertin, id: RGd3tLUAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:39:46
Institución: 6030355530770144394, Autor: Karina Susana Stucken Marin, id: gPXADrMAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:39:52
Institución: 6030355530770144394, Autor: Omar Sabaj Meruane, id: KauMeU4AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 13:39:58
Institución: 6030355530770144394, Autor: Claudia Elizabeth Barraza Zepeda, id: gHRqRewAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 13:40:03
Institución: 13542589241086358186, Autor: Fernando Faunes, id: scPbIUYAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:21:15
Institución: 13542589241086358186, Autor: Diego Quintanilla-Ahumada, id: 7pT1SycAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 14:21:23
Institución: 13542589241086358186, Autor: Paulina E. Varas, id: VYyl6toAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:21:29
Institución: 13542589241086358186, Autor: Ruben Bustamante-Encina, id: WoMNBIoAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:21:35
Institución: 13542589241086358186, Autor: Ernesto Guiraldes, id: fjXfzgsAAAAJ Tiempo tomado: 0:00:09, fecha de extraccion: 2024-05-01 14:21:44
Institución: 13542589241086358186, Autor: Nuria Pérez-Romero, id: kUsebTAAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:21:51
Institución: 13542589241086358186, Autor: René Valdés Morales (ORCID: 0000-0003-4242-9748), id: OrnzKYEAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:21:58
Institución: 13542589241086358186, Autor: Felipe Álvarez Osorio, id: qga3PmMAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:22:03
Institución: 13542589241086358186, Autor: Diego Aravena, id: XsuUNswAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:22:10
Institución: 13542589241086358186, Autor: Juan Pablo Zavala Crichton, id: yYYU3FgAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:22:16
Institución: 13542589241086358186, Autor: Claudia Pareja-Barrueto, id: VDX_r8IAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 14:22:24
Institución: 13542589241086358186, Autor: Tania Suarez Yana, id: rUCbzvYAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:22:30
Institución: 13542589241086358186, Autor: Nacarid Delgado, id: 6Q5C8EwAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:22:37
Institución: 13542589241086358186, Autor: Claudio Cabello-Verrugio, id: zywiL_EAAAAJ Tiempo tomado: 0:00:11, fecha de extraccion: 2024-05-01 14:22:48
Institución: 13542589241086358186, Autor: Elisa Rita Garro, id: QLDv8eoAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:22:54
Institución: 13542589241086358186, Autor: Ramón Alexander Uzcátegui Pacheco, id: g-0-Y2wAAAAJ Tiempo tomado: 0:00:09, fecha de extraccion: 2024-05-01 14:23:04
Institución: 13542589241086358186, Autor: Camilo Febres-Molina, id: Kqci_5gAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:23:11
Institución: 13542589241086358186, Autor: Maria Victoria Gangas, id: bEnu0yEAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:23:17
Institución: 13542589241086358186, Autor: Gonzalo Escobar Elexpuru, id: aImuh10AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:23:24
Institución: 13542589241086358186, Autor: Beatriz Mella-Lira, id: uIhwkiQAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:23:31
Institución: 13542589241086358186, Autor: Henry M. Zapata, id: uTu9XvMAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 14:23:38
Institución: 13542589241086358186, Autor: Freddy Flores-Bahamonde, id: innpWecAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 14:23:45
Institución: 13542589241086358186, Autor: Pilar Martinez-Moya, id: suxjNt0AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:23:51
Institución: 13542589241086358186, Autor: jimmy stehberg, id: 6ltJBcIAAAAJ Tiempo tomado: 0:00:11, fecha de extraccion: 2024-05-01 14:24:02
Institución: 13542589241086358186, Autor: Pamela Soto Vergara, id: oIhecSQAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:24:08
Institución: 13542589241086358186, Autor: Jaime Pizarro Aura, id: MDb_O10AAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:24:14
Institución: 13542589241086358186, Autor: Tomás Errázuriz, id: NVaUDC4AAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 14:24:22
Institución: 13542589241086358186, Autor: Felipe Marchant, id: g42Aw6IAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:24:29
Institución: 13542589241086358186, Autor: David Toloza-Ramirez, id: FaX3AmMAAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:24:35
Institución: 13542589241086358186, Autor: Cristian Parra Garretón, id: 4mYWJ2cAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:24:41
Institución: 13542589241086358186, Autor: Jorge Sabat, id: 2SdKmo8AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:24:48
Institución: 13542589241086358186, Autor: Constanza Farías, id: daVl29UAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:24:53
Institución: 13542589241086358186, Autor: Roberto Jalon-Gardella, id: sy4Lkp0AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:25:00
Institución: 13542589241086358186, Autor: Dafna Benadof, id: ZSn_9Q0AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:25:06
Institución: 13542589241086358186, Autor: Carlos del Río Ferretti, id: 4jaydAQAAAAJ Tiempo tomado: 0:00:07, fecha de extraccion: 2024-05-01 14:25:13
Institución: 13542589241086358186, Autor: Gustavo Cataldo Sanguinetti, id: hsjK9B8AAAAJ Tiempo tomado: 0:00:06, fecha de extraccion: 2024-05-01 14:25:20
Institución: 13542589241086358186, Autor: Pablo A. Oyarzún Cabañas, id: Z6Vd0wwAAAAJ Tiempo tomado: 0:00:05, fecha de extraccion: 2024-05-01 14:25:26
Institución: 13542589241086358186, Autor: Felipe Ortega Ahumada, id: ygNnWXEAAAAJ Tiempo tomado: 0:00:39, fecha de extraccion: 2024-05-01 14:26:05
